15	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
16	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
17	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
18	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
19	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
20	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
21	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
22	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
23	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
24	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
25	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
26	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
27	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
28	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
29	1	0.0602954	0.010001	-0.0751519	0.0250056	-0.0900093	0	0.025106	0.0751523	0.07	0.0200321	1.28471e-08	-0.07	-0.0350708	-0.0456031	0.0151366	-0.0100042	-0.0200986	0.0150455	0.0201635	0.0300031	0.0400158	-0.0301084	0.0150183	0.0350427	0.0600542	0.140126	-0.0550344	0.0652758	0.0350008	-0.010016	0.0755459	0.0300119	0.010004	-0.010016	-0.105319	1.56537e-08	
